OSOURCE,STATE,ZIP,MAILCODE,NOEXCH,MDMAUD,CLUSTER,AGEFLAG,HOMEOWNR,GENDER,DATASRCE,RFA_2R,RFA_2A,GEOCODE2,DOMAIN_A,DOMAIN_B
LIS,IL,60966,A,0,XXXX,51,E,H,M,3,L,E,D,R,3
BHG,other,70739,A,0,XXXX,40,,H,M,3,L,F,B,T,2
MBC,TX,75080,A,0,XXXX,51,,H,F,1,L,E,A,R,3
WKB,other,73772,A,0,XXXX,45,,U,M,3,L,E,D,R,2
ESN,CA,95423,A,0,XXXX,48,E,H,M,2,L,E,C,R,2
ALZ,FL,33074,A,0,XXXX,11,,U,M,1,L,E,A,S,1
DNA,FL,32905,A,0,XXXX,29,I,U,F,0,L,D,B,C,2
JFY,GA,30189,A,0,XXXX,40,E,H,F,3,L,E,A,R,2
L23,FL,34108,A,0,XXXX,23,I,U,M,0,L,F,C,C,1
LEO,IN,46534-,A,0,XXXX,51,,U,F,0,L,F,D,R,3
HAN,MI,48167,A,0,XXXX,11,E,H,F,3,L,D,A,S,1
TIM,other,97232,A,0,XXXX,10,E,U,M,3,L,G,B,U,4
BHG,FL,33919-,A,0,XXXX,25,,U,M,0,L,F,B,C,2
AML,CA,94552,A,0,XXXX,14,I,U,F,0,L,G,A,S,1
CNT,other,41005,A,0,XXXX,39,E,H,M,3,L,F,B,T,2
SYN,other,85080,A,0,XXXX,7,E,H,M,2,L,E,A,U,2
HHH,CA,91207,A,0,XXXX,4,E,U,F,2,L,G,A,U,2
CRG,other,89014,A,0,XXXX,12,E,H,F,3,L,G,B,S,1
SSS,MI,49431,B,0,XXXX,40,,U,M,0,L,F,D,T,2
ANT,CA,93304,A,0,XXXX,31,,U,F,0,L,G,B,C,3
BHG,WA,99109,A,0,XXXX,45,E,H,F,2,L,D,D,R,2
L21,MI,48649,A,0,XXXX,51,E,H,M,2,L,G,B,R,3
BHG,MI,48322,A,0,XXXX,11,E,H,F,3,L,G,A,S,1
PCL,other,67147,A,0,XXXX,42,I,U,M,0,L,F,B,R,1
SCP,other,89134,A,0,XXXX,22,,U,F,0,L,E,B,C,1
FRC,NC,28306,A,0,XXXX,30,E,H,F,3,L,F,B,C,3
ESN,other,99687,A,0,XXXX,40,E,H,F,2,L,F,D,T,2
DLM,MO,63011,A,0,XXXX,24,E,H,F,3,L,F,A,C,1
UCA,other,85705,A,0,XXXX,30,E,H,M,3,L,F,B,C,3
IWD,other,85748,A,0,XXXX,12,E,H,M,3,L,F,B,S,1
L01,other,73049,A,0,XXXX,47,E,U,F,2,L,F,B,R,2
ESN,IN,47119,A,0,XXXX,40,E,H,F,3,L,F,B,T,2
L11,CA,95401,A,0,XXXX,12,I,H,M,3,L,F,A,S,1
HAN,other,86303-,A,0,XXXX,31,,U,F,0,L,D,C,C,3
ASC,other,50322,A,0,XXXX,27,E,H,M,3,L,F,B,C,2
MBC,MI,48098,B,0,XXXX,14,E,H,F,3,L,G,A,S,1
ADD,other,96816,A,0,XXXX,13,,U,M,3,L,G,B,S,1
RMG,CA,93536,A,0,XXXX,27,E,H,M,1,L,G,A,C,2
ARG,WA,98103,A,0,XXXX,3,,U,F,1,L,F,A,U,1
FCR,WI,53954-,A,0,XXXX,40,E,U,M,2,L,D,D,R,2
L02,GA,30087,A,0,XXXX,12,E,H,F,3,L,F,A,S,1
KNG,other,41230,A,0,XXXX,43,E,U,F,3,L,G,D,R,2
MBC,other,70737,A,0,XXXX,39,,U,Other,3,L,F,B,T,2
RMG,FL,33141,A,0,XXXX,4,E,H,F,2,L,F,A,U,2
BHG,FL,32174,A,0,XXXX,13,,U,M,3,L,E,B,S,1
ESN,other,96789,A,0,XXXX,12,E,H,F,3,L,F,B,S,1
ALZ,MO,63119,A,0,XXXX,23,E,H,F,3,L,F,A,C,1
L02,CA,90008,A,0,XXXX,4,E,H,F,3,L,F,A,U,2
ARG,FL,33009,A,0,XXXX,29,E,H,F,3,L,F,A,C,2
,other,50311,A,0,XXXX,24,E,H,F,3,L,D,B,C,1
AML,CA,95640,A,0,XXXX,44,,U,F,0,L,E,D,R,2
DEL,WI,54806,A,0,XXXX,49,I,H,F,3,L,F,D,R,2
NAD,MI,49344,A,0,XXXX,42,,U,F,0,L,E,C,R,1
MBC,other,89048,A,0,XXXX,48,E,U,M,3,L,F,D,R,2
L25,CA,94123,A,0,XXXX,13,,U,M,0,L,G,A,S,1
APP,MI,49014,A,0,XXXX,30,,U,M,0,L,E,C,C,3
SUN,other,67731,A,0,XXXX,45,,U,M,0,L,G,D,R,2
BHG,other,71103,A,0,XXXX,32,E,H,F,2,L,F,B,C,3
SSS,other,89108,A,0,XXXX,17,,U,M,0,L,F,B,S,2
BHG,NC,28711,A,0,XXXX,36,,H,M,2,L,F,C,T,2
ESN,other,68713,A,0,XXXX,45,I,U,F,0,L,E,D,R,2
IMP,other,37091,A,0,XXXX,49,E,H,M,3,L,F,D,R,2
L01,NC,28792,A,0,XXXX,41,E,U,M,1,L,F,C,T,3
DNA,IL,62233,A,0,XXXX,36,E,H,M,2,L,D,D,T,2
PBL,CA,90706,A,0,XXXX,7,E,H,M,3,L,G,A,U,2
AIR,other,58204,A,0,XXXX,39,E,U,M,2,L,E,C,T,2
MCO,GA,31404,A,0,XXXX,26,I,U,F,2,L,F,B,C,2
FIN,FL,34609,A,0,XXXX,36,E,H,F,2,L,F,A,T,2
ARG,other,50655,A,0,XXXX,51,,U,M,0,L,E,D,R,3
ARB,other,52402,A,0,XXXX,12,E,U,F,3,L,F,C,S,1
SGI,other,97202,A,0,XXXX,20,E,H,F,2,L,F,B,S,2
MCO,other,56187,A,0,XXXX,36,,U,F,0,L,F,D,T,2
LIF,NC,27701,A,0,XXXX,25,E,H,F,2,L,G,B,C,2
IMA,MI,48335,A,0,XXXX,14,E,U,F,3,L,F,A,S,1
MCC,TX,76137,A,0,XXXX,12,E,H,F,3,L,E,A,S,1
IMP,GA,30533,A,0,XXXX,49,I,U,M,0,L,F,D,R,2
AGS,other,66212,A,0,XXXX,14,I,U,M,0,L,F,B,S,1
AMB,CA,92027,A,0,XXXX,26,I,U,F,2,L,E,A,C,2
BHG,FL,32043,A,0,XXXX,42,E,H,F,3,L,E,B,R,1
L01,FL,32726,A,0,XXXX,37,E,H,F,3,L,G,C,T,2
AMU,other,67207,A,0,XXXX,11,,U,M,0,L,F,B,S,1
HOS,other,74039,A,0,XXXX,43,,U,F,1,L,F,B,R,2
STV,IN,46404,A,0,XXXX,32,I,U,M,0,L,F,A,C,3
AMB,other,36544,A,0,XXXX,39,E,H,M,3,L,E,B,T,2
AML,TX,78552,A,0,XXXX,36,E,H,M,2,L,G,C,T,2
AMB,FL,32246,A,0,XXXX,16,E,H,F,3,L,F,B,S,2
MCC,IL,62837,A,0,XXXX,45,,U,M,3,L,F,D,R,2
AGS,CA,90247,A,0,XXXX,7,E,H,F,3,L,G,A,U,2
FGM,other,29581,A,0,XXXX,47,,U,M,2,L,E,C,R,2
SPN,CA,90277,A,0,XXXX,3,E,H,M,2,L,D,A,U,1
IMP,other,35211,A,0,XXXX,32,,H,F,2,L,F,B,C,3
L03,other,86301,A,0,XXXX,37,I,U,M,0,L,E,C,T,2
L01,WA,98372,A,0,XXXX,27,E,H,M,3,L,F,A,C,2
LEE,IN,46071,A,0,XXXX,44,E,U,F,1,L,F,B,R,2
HAN,TX,79109,A,0,XXXX,24,E,U,F,1,L,F,C,C,1
MBC,MI,49247,A,0,XXXX,51,E,H,M,2,L,E,C,R,3
HHL,CA,90044,A,0,XXXX,8,E,H,M,3,L,F,A,U,3
SYN,MO,63017,A,0,XXXX,24,E,H,M,3,L,G,A,C,1
USB,CA,95864,A,0,XXXX,2,,U,F,0,L,F,B,U,1
ASC,other,56452,A,0,XXXX,48,,U,F,3,L,F,D,R,2
L01,other,73110,A,0,XXXX,51,,H,M,1,L,D,B,R,3
ANN,IN,46394,A,0,XXXX,20,,U,M,0,L,E,A,S,2
AMB,other,83301,A,0,XXXX,41,,U,F,0,L,E,D,T,3
NPT,CA,95462,A,0,XXXX,46,I,U,F,0,L,F,A,R,2
WKB,FL,33834,A,0,XXXX,53,E,H,F,2,L,F,D,R,3
MCC,NC,28789,A,0,XXXX,43,E,H,F,2,L,F,D,R,2
ASC,other,85373,A,0,XXXX,29,I,U,M,0,L,D,A,C,2
FRC,TX,78232,A,0,XXXX,14,E,U,F,1,L,G,B,S,1
AMB,other,89410,A,0,XXXX,40,,U,Other,0,L,E,D,T,2
AGS,other,89108,A,0,XXXX,18,E,H,M,2,L,F,B,S,2
MBC,IN,46383-,A,0,XXXX,38,E,H,M,2,L,F,A,T,2
SPN,IN,46234,A,0,XXXX,12,,U,M,3,L,E,B,S,1
LAK,other,41601,A,0,XXXX,40,,U,F,3,L,D,D,R,2
AML,CA,94558,A,0,XXXX,27,E,U,M,2,L,F,A,C,2
HOW,other,36330,A,0,XXXX,39,,U,Other,2,L,E,D,T,2
GUR,WA,99207,A,0,XXXX,30,E,H,M,3,L,F,B,C,3
RPH,other,82432,B,0,XXXX,49,,U,F,2,L,E,D,R,2
AMB,CA,92865,A,0,XXXX,11,,U,F,0,L,E,A,S,1
ESN,CA,95688,A,0,XXXX,24,E,H,M,3,L,F,A,C,1
APP,FL,32579,A,0,XXXX,24,E,H,M,3,L,G,C,C,1
HCC,other,80866,A,0,XXXX,51,,H,M,2,L,G,D,R,3
BHG,other,29401,A,0,XXXX,26,,U,F,3,L,G,B,C,2
MBC,WA,98686,A,0,XXXX,18,,H,F,3,L,F,B,S,2
GUR,WI,54473,A,0,XXXX,49,E,H,M,2,L,D,C,R,2
UCA,CA,95126,A,0,XXXX,3,,H,Other,2,L,E,A,U,1
AML,FL,33064,A,0,XXXX,23,E,H,M,3,L,F,A,C,1
TX2,WA,98589,A,0,XXXX,49,,U,M,0,L,F,C,R,2
AML,CA,90065,A,0,XXXX,2,E,H,M,1,L,F,A,U,1
DNA,other,40011,B,0,XXXX,43,E,U,F,2,L,F,D,R,2
MBC,CA,93312,A,0,XXXX,40,E,H,F,3,L,F,B,T,2
ARG,other,96789,A,0,XXXX,17,E,H,F,2,L,F,B,S,2
NHB,MI,49442,A,0,XXXX,21,E,H,F,3,L,F,C,S,3
CAW,IN,46033,A,0,XXXX,14,E,H,F,3,L,F,B,S,1
STA,NC,27606,A,0,XXXX,17,E,H,F,3,L,F,B,S,2
DCD,WA,98531,A,0,XXXX,36,E,H,M,3,L,F,C,T,2
ASK,CA,93063,A,0,XXXX,24,E,H,F,1,L,E,A,C,1
MM3,other,50613,A,0,XXXX,28,E,H,M,3,L,D,C,C,2
HAN,other,96782,A,0,XXXX,13,,U,M,2,L,F,B,S,1
DRK,other,55705,A,0,XXXX,45,,U,F,0,L,E,B,R,2
DON,MO,65340,A,0,XXXX,39,E,H,F,3,L,E,D,T,2
ALZ,WA,98277,A,0,XXXX,40,E,H,F,3,L,F,C,T,2
QUI,other,80907,A,0,XXXX,28,E,H,M,3,L,E,B,C,2
ASC,other,74017,A,0,XXXX,44,E,U,M,1,L,E,B,R,2
DON,IN,47150,A,0,XXXX,31,E,U,F,3,L,E,B,C,3
BHG,TX,77091,A,0,XXXX,17,E,U,F,3,L,F,A,S,2
PBL,CA,91762,A,0,XXXX,5,E,H,F,2,L,F,A,U,2
GLP,CA,90210,A,0,XXXX,13,E,H,F,2,L,G,A,S,1
SYN,other,80134-,A,0,XXXX,15,E,H,F,2,L,F,B,S,1
AML,MI,48906,A,0,XXXX,30,E,U,M,2,L,F,B,C,3
AGR,TX,75070,A,0,XXXX,35,E,U,F,3,L,G,A,T,1
CWR,MO,63025,A,0,XXXX,12,E,H,F,3,L,G,A,S,1
LPN,WA,98124,A,0,XXXX,41,E,U,F,2,L,F,A,T,3
L15,CA,91041,A,0,XXXX,20,E,U,M,2,L,G,A,S,2
ENQ,CA,94611,A,0,XXXX,13,I,U,F,0,L,D,A,S,1
HOS,other,55344-,A,0,XXXX,24,,H,Other,1,L,F,A,C,1
CNT,other,66203,A,0,XXXX,18,,U,F,0,L,E,B,S,2
KEN,CA,90706,A,0,XXXX,8,E,H,F,3,L,G,A,U,3
MCO,other,67045,A,0,XXXX,48,,U,M,1,L,F,D,R,2
USB,TX,76095,A,0,XXXX,31,,U,M,2,L,E,A,C,3
ARG,TX,75019,A,0,XXXX,24,E,H,M,3,L,F,A,C,1
AVN,CA,94506,A,0,XXXX,35,,U,F,0,L,F,A,T,1
AGR,other,80620,A,0,XXXX,35,,U,M,1,L,E,C,T,1
AML,CA,92316,A,0,XXXX,18,E,H,M,3,L,E,A,S,2
SYN,WI,53177,A,0,XXXX,20,E,H,M,3,L,E,B,S,2
HFS,IL,62278,A,0,XXXX,46,E,H,M,3,L,E,D,R,2
BHG,CA,94565,A,0,XXXX,31,E,H,M,2,L,F,A,C,3
NSH,other,89102,A,0,XXXX,17,,U,F,0,L,E,B,S,2
USB,other,97405,A,0,XXXX,27,E,H,M,1,L,G,B,C,2
L03,FL,32779,A,0,XXXX,14,E,H,M,3,L,G,B,S,1
SPG,FL,33169,A,0,XXXX,17,E,H,F,3,L,G,A,S,2
PSM,other,84121,A,0,XXXX,2,E,H,M,3,L,G,B,U,1
WKB,IN,46783,A,0,XXXX,44,,U,F,0,L,F,D,R,2
TPS,other,40601,A,0,XXXX,36,E,H,F,3,L,F,D,T,2
CRG,other,56701-,A,0,XXXX,45,E,U,F,2,L,G,D,R,2
L01,IL,60617,A,0,XXXX,10,E,H,F,2,L,F,A,U,4
USB,TX,75459,A,0,XXXX,49,E,U,F,2,L,E,C,R,2
MCC,GA,31419,A,0,XXXX,15,E,U,M,2,L,G,B,S,1
MBC,CA,95110,A,0,XXXX,1,,U,F,0,L,E,A,U,1
NES,other,85375,A,0,XXXX,29,E,H,M,3,L,F,A,C,2
CRG,other,72703,A,0,XXXX,34,E,H,F,3,L,F,C,T,1
ASP,IL,60540,A,0,XXXX,14,,H,F,2,L,E,A,S,1
LHJ,IN,47441,A,0,XXXX,36,E,U,M,2,L,E,D,T,2
MBC,WI,54615-,A,0,XXXX,45,E,U,F,1,L,F,D,R,2
MST,GA,30342,A,0,XXXX,11,E,H,M,3,L,F,A,S,1
MCC,other,41035,A,0,XXXX,51,,U,M,3,L,F,D,R,3
DNA,CA,92083,A,0,XXXX,28,E,H,M,3,L,F,A,C,2
UCA,other,89406,A,0,XXXX,42,E,H,M,3,L,E,D,R,1
TVG,other,29150,A,0,XXXX,24,E,H,F,3,L,F,C,C,1
SSS,other,83318,A,0,XXXX,40,E,U,F,2,L,G,D,T,2
AMB,FL,34652,A,0,XXXX,33,E,H,F,3,L,D,A,C,3
HOS,TX,79072,A,0,XXXX,36,,U,M,0,L,F,D,T,2
PV3,CA,93720,A,0,XXXX,14,E,H,M,3,L,F,B,S,1
ADD,MO,65613,A,0,XXXX,45,E,H,M,3,L,F,D,R,2
MBC,TX,76240-,A,0,XXXX,36,E,H,M,3,L,F,D,T,2
USB,IL,60640,A,0,XXXX,4,,U,F,0,L,G,A,U,2
BHG,other,70506,A,0,XXXX,25,E,H,F,3,L,F,C,C,2
MWD,other,39601,A,0,XXXX,51,,U,F,0,L,F,D,R,3
ASE,WA,98033,A,0,XXXX,15,E,H,M,3,L,F,A,S,1
HHH,NC,27258,A,0,XXXX,36,I,U,F,1,L,F,C,T,2
IMP,other,37343,A,0,XXXX,40,E,H,M,3,L,E,B,T,2
PBK,TX,76021,A,0,XXXX,24,E,H,M,2,L,G,A,C,1
CNT,other,97222,A,0,XXXX,20,E,H,M,3,L,F,B,S,2
DUR,other,85739,A,0,XXXX,40,,U,F,3,L,F,B,R,2
PBK,MO,63301,A,0,XXXX,25,E,U,M,3,L,F,A,C,2
DNA,WI,54758,A,0,XXXX,45,E,U,M,2,L,F,D,R,2
LKE,WI,54646-,A,0,XXXX,45,E,U,F,3,L,G,D,R,2
IMP,IN,46280-,A,0,XXXX,51,,U,F,0,L,D,B,R,3
L01,CA,95112,A,0,XXXX,25,,U,F,0,L,E,A,C,2
MBC,NC,28090,A,0,XXXX,47,E,U,F,2,L,G,C,R,2
SYN,other,55124,A,0,XXXX,12,E,H,M,3,L,D,A,S,1
L16,MO,64131,A,0,XXXX,16,,U,M,0,L,F,B,S,2
CNT,IN,46234,A,0,XXXX,39,,U,F,0,L,E,B,T,2
USB,TX,76401,A,0,XXXX,36,E,H,M,3,L,F,D,T,2
L01,other,97360,A,0,XXXX,45,E,H,M,2,L,E,C,R,2
TIM,CA,92708,A,0,XXXX,2,E,H,F,3,L,F,A,U,1
BHG,NC,28211,A,0,XXXX,24,E,H,M,3,L,D,B,C,1
SYN,CA,92131,A,0,XXXX,11,E,H,F,2,L,F,A,S,1
,other,87532,A,0,XXXX,39,,H,F,2,L,F,D,T,2
HAN,CA,93212,A,0,XXXX,49,E,H,F,3,L,G,C,R,2
FRC,other,97457,A,0,XXXX,36,,H,F,2,L,F,C,T,2
L01,FL,33634,A,0,XXXX,18,E,H,M,3,L,E,A,S,2
HOS,other,29575,A,0,XXXX,40,E,H,F,3,L,F,C,T,2
L01,FL,34239,A,0,XXXX,29,E,H,M,3,L,F,B,C,2
AML,CA,92840,A,0,XXXX,2,,U,M,0,L,G,A,U,1
RPH,CA,91737,A,0,XXXX,11,,U,F,0,L,G,A,S,1
MCO,TX,76801,A,0,XXXX,27,E,H,M,3,L,G,D,C,2
MBC,CA,95117-,A,0,XXXX,2,E,H,M,2,L,F,A,U,1
SYN,FL,34652,A,0,XXXX,33,,U,F,0,L,F,A,C,3
MCC,CA,95409,A,0,XXXX,35,E,H,F,2,L,F,A,T,1
HOS,CA,95827,A,0,XXXX,18,,U,F,0,L,F,B,S,2
HOS,TX,75751,A,0,XXXX,36,,U,F,0,L,F,C,T,2
FRC,FL,33603,A,0,XXXX,8,E,H,M,3,L,D,A,U,3
SYN,CA,91790,A,0,XXXX,6,E,H,F,3,L,G,A,U,2
HHC,MI,48170,A,0,XXXX,11,E,H,M,3,L,F,A,S,1
AMB,NC,28081,A,0,XXXX,30,I,H,M,3,L,D,B,C,3
IMP,IL,60517,A,0,XXXX,15,E,H,M,2,L,G,A,S,1
LIS,IN,46368,A,0,XXXX,27,I,U,F,0,L,E,A,C,2
MBC,IL,60178,A,0,XXXX,38,E,U,F,3,L,E,C,T,2
ARG,CA,95129,A,0,XXXX,2,E,H,M,3,L,F,A,U,1
MBC,MI,48170-,A,0,XXXX,11,,U,F,0,L,E,A,S,1
L01,CA,92804,A,0,XXXX,2,E,H,M,2,L,F,A,U,1
DRK,CA,94591,A,0,XXXX,28,E,H,F,2,L,E,A,C,2
AMB,other,55811,A,0,XXXX,37,E,H,F,3,L,E,B,T,2
HAM,CA,90056,A,0,XXXX,2,I,U,F,0,L,G,A,U,1
CWR,CA,93035,A,0,XXXX,13,E,U,F,2,L,D,A,S,1
AGR,TX,78233,A,0,XXXX,30,E,H,F,3,L,F,B,C,3
LIS,IL,61008,A,0,XXXX,38,E,U,F,3,L,E,B,T,2
SGI,other,80501,A,0,XXXX,27,E,H,M,2,L,F,B,C,2
BOA,TX,75248,A,0,XXXX,13,E,H,M,3,L,F,A,S,1
CFI,other,97527,A,0,XXXX,37,,U,F,0,L,F,C,T,2
FCR,CA,95969,A,0,XXXX,28,,U,M,1,L,F,C,C,2
AMB,other,68601,A,0,XXXX,36,,U,M,3,L,E,D,T,2
ARG,IL,60174-,A,0,XXXX,14,E,H,M,1,L,G,A,S,1
GOD,MI,49004,A,0,XXXX,16,E,H,M,2,L,F,C,S,2
DCD,CA,92843,A,0,XXXX,6,,U,M,0,L,F,A,U,2
DRK,other,29715,A,0,XXXX,35,E,H,F,2,L,F,B,T,1
AMB,other,97540,A,0,XXXX,36,,U,F,0,L,F,C,T,2
SYN,other,72454,A,0,XXXX,53,E,U,M,2,L,F,D,R,3
NAS,other,55027,A,0,XXXX,49,E,H,M,3,L,E,D,R,2
AMB,IL,60950,A,0,XXXX,46,E,H,M,2,L,F,C,R,2
PV3,other,96822-,A,0,XXXX,2,E,H,F,2,L,G,B,U,1
HIL,CA,92861,A,0,XXXX,14,I,U,F,0,L,F,A,S,1
ASE,MI,48302,A,0,XXXX,27,I,U,M,0,L,F,A,C,2
DCD,other,56377,A,0,XXXX,35,I,U,F,0,L,E,C,T,1
SYC,NC,28560-,A,0,XXXX,36,E,H,M,3,L,F,C,T,2
,MI,48331,A,0,XXXX,14,E,H,F,3,L,E,A,S,1
HOS,other,72703,A,0,XXXX,35,E,H,F,3,L,F,C,T,1
SMM,other,89509,A,0,XXXX,23,I,U,M,0,L,F,B,C,1
MBC,FL,33782,A,0,XXXX,16,I,U,F,0,L,D,A,S,2
IMP,other,51632,A,0,XXXX,45,,U,F,0,L,F,D,R,2
FRC,IL,60130,A,0,XXXX,1,E,H,F,3,L,F,A,U,1
CNT,CA,95973,A,0,XXXX,44,E,H,M,3,L,F,C,R,2
GRT,CA,92407,A,0,XXXX,18,,H,M,3,L,F,A,S,2
AML,CA,90805,A,0,XXXX,7,I,H,F,2,L,G,A,U,2
WKB,other,56701,A,0,XXXX,40,E,U,F,2,L,F,D,R,2
CNT,WI,53937-,A,0,XXXX,49,,U,M,0,L,F,D,R,2
ASP,TX,75181,A,0,XXXX,12,E,H,M,2,L,F,A,S,1
ESN,other,68137,A,0,XXXX,18,I,U,M,0,L,G,B,S,2
MAD,WA,98006,A,0,XXXX,11,E,H,F,2,L,F,A,S,1
HOS,other,80003,A,0,XXXX,18,E,H,F,3,L,F,B,S,2
IWD,TX,79924,A,0,XXXX,30,E,U,M,2,L,G,B,C,3
IMA,TX,78621,A,0,XXXX,49,E,U,F,2,L,F,D,R,2
DEL,IL,60525,A,0,XXXX,11,E,H,F,3,L,F,A,S,1
AML,other,38382,A,0,XXXX,53,E,U,M,3,L,E,D,R,3
HHH,MI,48509,A,0,XXXX,41,E,H,M,3,L,D,B,T,3
SPN,CA,95337,A,0,XXXX,40,E,H,M,3,L,G,B,R,2
L01,CA,91401,A,0,XXXX,3,,H,M,3,L,D,A,U,1
DCD,other,70726,A,0,XXXX,39,E,H,F,3,L,F,B,T,2
D02,other,39042,A,0,XXXX,49,,U,F,0,L,F,B,R,2
CNT,NC,28461,A,0,XXXX,34,,U,M,0,L,F,C,T,1
D02,IN,47720,A,0,XXXX,16,I,H,F,3,L,F,B,S,2
MBC,TX,78050,A,0,XXXX,43,E,H,M,2,L,F,D,R,2
ARB,IL,61571,A,0,XXXX,40,E,H,M,3,L,F,B,T,2
IMP,IL,60014,A,0,XXXX,35,E,H,M,3,L,F,A,T,1
LOB,other,72031,A,0,XXXX,53,,U,M,0,L,E,D,R,3
DNA,TX,75701,A,0,XXXX,24,,H,F,3,L,G,C,C,1
L16,IL,61238,A,0,XXXX,49,E,H,M,2,L,F,B,R,2
HAM,TX,78731,A,0,XXXX,22,,U,M,0,L,G,B,C,1
SSS,NC,28562,A,0,XXXX,23,E,H,F,3,L,F,C,C,1
DRK,CA,94124,A,0,XXXX,5,E,H,M,3,L,F,A,U,2
MBC,other,37922,A,0,XXXX,35,E,H,M,2,L,E,B,T,1
USB,CA,95123,A,0,XXXX,15,,U,M,0,L,G,A,S,1
PSC,IL,61821,A,0,XXXX,27,E,H,M,3,L,F,C,C,2
MBC,IN,47150,A,0,XXXX,16,E,H,F,3,L,F,B,S,2
CNT,other,35180-,A,0,XXXX,51,I,U,F,0,L,F,B,R,3
L02,IN,46205,A,0,XXXX,25,E,H,F,3,L,E,B,C,2
COW,WI,53963,A,0,XXXX,36,E,H,M,3,L,F,C,T,2
MAT,other,37665,B,0,XXXX,41,E,H,F,3,L,F,B,T,3
IMP,CA,91745,A,0,XXXX,19,,U,F,0,L,F,A,S,2
RPH,MI,49796,A,0,XXXX,49,I,U,F,0,L,F,D,R,2
ASC,MI,49285,A,0,XXXX,44,,U,F,0,L,E,B,R,2
PV3,IL,60510,A,0,XXXX,24,,U,F,2,L,E,A,C,1
HOS,TX,76706,A,0,XXXX,31,E,H,F,2,L,F,C,C,3
MCO,other,85623,A,0,XXXX,43,E,H,F,2,L,F,C,R,2
ESN,NC,28732,A,0,XXXX,40,I,U,F,2,L,F,C,T,2
AML,other,97305,A,0,XXXX,31,,U,Other,1,L,E,B,C,3
MIC,CA,90046,A,0,XXXX,1,,H,F,2,L,E,A,U,1
BHG,other,35213,A,0,XXXX,32,,U,F,0,L,F,B,C,3
CHS,WI,54531,A,1,XXXX,46,E,H,M,3,L,E,D,R,2
FOR,CA,90505,A,0,XXXX,11,E,H,M,3,L,F,A,S,1
LIS,CA,95076,A,0,XXXX,27,E,H,F,3,L,G,A,C,2
ARG,other,97219,A,0,XXXX,12,E,H,M,2,L,F,B,S,1
SYN,other,72401,A,0,XXXX,35,,H,F,2,L,F,C,T,1
HHS,TX,78228,A,0,XXXX,7,,U,M,3,L,E,B,U,2
MBC,IL,60707,A,0,XXXX,2,I,U,M,2,L,F,A,U,1
SUN,other,55936,A,0,XXXX,45,,U,F,3,L,D,D,R,2
L04,MI,48867,A,0,XXXX,43,,U,F,0,L,F,C,R,2
REF,other,80701,A,0,XXXX,39,,U,M,3,L,F,D,T,2
L01,other,96746,A,0,XXXX,40,E,H,M,2,L,G,D,T,2
LVT,FL,34224,A,0,XXXX,28,E,H,F,2,L,F,C,C,2
SGI,MO,65803,A,0,XXXX,30,E,H,F,2,L,G,B,C,3
DRK,IN,46203,A,0,XXXX,10,E,H,F,3,L,D,B,U,4
APP,IL,61701,A,0,XXXX,24,E,H,M,3,L,E,C,C,1
DRK,other,37716,A,0,XXXX,39,,U,M,3,L,F,B,T,2
APP,IL,60087,A,0,XXXX,16,,H,F,2,L,F,A,S,2
GPS,TX,75672,A,0,XXXX,36,E,U,F,2,L,G,C,T,2
AGR,CA,91765,A,0,XXXX,12,,U,F,0,L,E,A,S,1
STR,WI,53402,A,0,XXXX,7,,H,M,3,L,G,B,U,2
AIR,WA,98373,A,0,XXXX,24,E,H,M,2,L,G,A,C,1
LIS,TX,76901,A,0,XXXX,25,E,H,M,3,L,F,C,C,2
PV3,FL,32754,A,0,XXXX,49,E,H,M,3,L,F,B,R,2
SYN,CA,93922,A,0,XXXX,41,,U,F,0,L,G,B,T,3
DEL,other,72712-,A,0,XXXX,39,,U,F,0,L,F,C,T,2
FRC,other,72638-,A,0,XXXX,51,E,U,M,3,L,E,D,R,3
NSH,other,55109,A,0,XXXX,16,E,H,F,2,L,F,A,S,2
YKD,WA,98532,A,0,XXXX,42,E,H,M,3,L,F,C,R,1
L01,other,85382,A,0,XXXX,29,E,H,F,3,L,G,A,C,2
SPN,CA,91911,A,0,XXXX,19,E,H,M,3,L,F,A,S,2
BHG,TX,75060,A,0,XXXX,27,E,H,F,3,L,G,A,C,2
DCD,other,67154,A,0,XXXX,44,E,U,M,1,L,F,B,R,2
HCC,FL,33947,A,0,XXXX,28,,U,F,0,L,D,C,C,2
K3M,other,89117,A,0,XXXX,11,,H,F,3,L,F,B,S,1
L01,TX,77304,A,0,XXXX,43,E,U,M,3,L,F,A,R,2
,GA,31602,A,0,XXXX,24,I,U,F,0,L,F,C,C,1
APP,TX,78626,A,0,XXXX,37,E,H,F,2,L,D,B,T,2
CNT,MI,49508,A,0,XXXX,2,I,U,F,0,L,F,B,U,1
PLU,CA,93405,A,0,XXXX,35,E,H,M,3,L,G,C,T,1
AGS,other,38562,A,0,XXXX,51,,U,F,0,L,E,D,R,3
HOS,IN,46065,A,0,XXXX,49,,U,F,3,L,E,D,R,2
HOS,IL,62864,A,0,XXXX,41,E,H,F,3,L,F,D,T,3
TVH,WA,98155,A,0,XXXX,13,I,U,M,0,L,E,A,S,1
DNA,CA,93420-,A,0,XXXX,35,E,H,F,3,L,F,C,T,1
L04,WA,98901,A,0,XXXX,30,E,H,F,3,L,F,C,C,3
